Case Name,Case URL,Case Number,Last Updated,Enforcement Authority,Location,Sectors,Complaint Types,Topics,Dispositions
Alleged disclosure of personal information without consent for secondary marketing purposes by a bank - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-083/,#2002-83,"October 16, 2002",OPC,Canada,Financial Institutions,Consent; Use and Disclosure,Consent,Well-founded
Company accused of failing to safeguard information of online contest entrants - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-052/,#2002-52,"June 13, 2002",OPC,Canada,Telecommunications,Retention and Disposal; Use and Disclosure,Internet and online,Well-founded
Husband's name appears on wife's credit line statement - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-156/,#2003-156,"April 16, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded
Car company fails to correct errors in customer file or provide appropriate access - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2011/pipeda-2011-007/,#2011-007,"June 5, 2012",OPC,Canada,Social Networking,Consent,Access to personal information,Not well-founded
Language of consent and monitoring activity challenged - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-296/,#2005-296,"April 20, 2005",OPC,Canada,Financial Institutions,Collection; Consent; Use and Disclosure,Consent; Surveillance and monitoring,Well-founded
Real estate broker publishes names of top five sales representatives in a city - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-303/,#2005-303,"June 8, 2005",OPC,Canada,Sales,Use and Disclosure,Consent,Well-founded
Employee training a key factor in effectively satisfying customers’ requests about an organization’s personal information handling practices - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2015/er_07_150814/,#2015-07,"March 29, 2018",OPC,Canada,Sales,Accountability; Openness,Driver's licences,Early resolved
Cellular phone customer objects to supplying personal information for credit check - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-104/,#2002-104,"December 19, 2002",OPC,Canada,Telecommunications,Collection,Consent; Social Insurance Number (SIN),Not well-founded
Bank issues new guidelines and educates employees after customer information is faxed to the wrong individual - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-332/,#2006-332,"July 19, 2006",OPC,Canada,Financial Institutions,Use and Disclosure,Privacy breaches,Well-founded and resolved
Online dating service used former customer’s personal information without consent and failed to provide him access to his personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2013/pipeda-2013-014/,#2013-014,"April 22, 2014",OPC,Canada,Social Networking,Retention and Disposal,N/A,Well-founded and resolved
Bank faxes credit card account statement to fraudster - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-374/,#2007-374,"May 21, 2008",OPC,Canada,Financial Institutions,Safeguards; Use and Disclosure,Identity theft,Well-founded and resolved
Bank's notification to customers triggers PATRIOT Act concerns - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-313/,#2005-313,"October 19, 2005",OPC,Canada,Financial Institutions,Consent,Consent; Personal information transferred across borders,Not well-founded
Bank fails to respond to access request within time limit - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-221/,#2003-221,"September 16, 2003",OPC,Canada,Financial Institutions,Access,Access to personal information,Resolved
Should spousal or partner consent be obtained for security clearance checks? - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-232/,#2003-232,"October 1, 2003",OPC,Canada,Nuclear,Collection,Consent,Not well-founded
Email regarding vehicle repair complaint used for marketing without consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-023/,#2009-023,"March 28, 2012",OPC,Canada,Sales,Access; Consent,Access to personal information; Consent; Spam,Well-founded and resolved
Customer receives banking information of other clients - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-335/,#2006-335,"September 7, 2006",OPC,Canada,Financial Institutions,Safeguards; Use and Disclosure,Privacy breaches,Well-founded and resolved
Company uses SIN for identification purposes - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-146/,#2003-146,"April 7, 2003",OPC,Canada,Nuclear,Use and Disclosure,Consent; Privacy at work; Social Insurance Number (SIN),Well-founded
Use and disclosure of personal information in telephone directories - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-008/,#2001-8,"August 14, 2001",OPC,Canada,Telecommunications,Use and Disclosure,Consent,Not well-founded
Alleged disclosure of personal information without consent for secondary marketing purposes by telecommunications company A - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-244/,#2003-244,"November 7, 2003",OPC,Canada,Telecommunications,Consent,Consent,Well-founded
Public opinion research firm must better inform survey respondents about their personal information use; refrain from collecting full birth dates - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2011/pipeda-2011-011/,#2011-011,"April 9, 2013",OPC,Canada,Services,Collection,N/A,Well-founded
The privacy implications of pay per view and piracy prevention measures - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-276/,#2004-276,"September 27, 2004",OPC,Canada,Telecommunications,Access,N/A,Not well-founded
Credit reporting agencies acquitted of misusing consumers' social insurance numbers - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-194/,#2003-194,"July 16, 2003",OPC,Canada,Financial Institutions,Collection; Consent,Consent; Social Insurance Number (SIN),Not well-founded
Credit agency accused of disclosing personal information without knowledge and consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-141/,#2003-141,"March 10, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,Consent; Personal information transferred across borders; Privacy at work,Not well-founded
Medical records storage company revises its access policy - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-328/,#2006-328,"July 19, 2006",OPC,Canada,Professionals,Fee; Safeguards,Access to personal information; Health/medical Information,Resolved
An individual objects to her name and address being sold to third parties - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-260/,#2004-260,"April 6, 2004",OPC,Canada,Sales,Use and Disclosure,Consent,Resolved
A transportation company disclosed an employee's personal information without consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-228/,#2003-228,"November 4, 2003",OPC,Canada,Transportation,Use and Disclosure,Privacy at work; Privacy breaches,Well-founded
Telecommunications company accused of refusing service unless SIN was provided - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-204/,#2003-204,"August 5, 2003",OPC,Canada,Telecommunications,Collection,Social Insurance Number (SIN),Not well-founded
Telecommunication company called upon to better inform customers on reasons for retaining personal information after credit verification - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2013/pipeda-2013-006/,#2013-006,"December 5, 2013",OPC,Canada,Telecommunications,Retention and Disposal,N/A,Well-founded and resolved
Video surveillance activities in a public place - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-001/,#2001-1,"June 15, 2001",OPC,Canada,Financial Institutions; Security,Collection; Collection,Consent; Consent; Surveillance and monitoring,Well-founded
Telecommunications company accused of improper collection and use of personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-186/,#2003-186,"July 10, 2003",OPC,Canada,Telecommunications,Collection,N/A,Not well-founded
